年月別,機關別,全年度預算數/金額[千元],全年度預算數/百分比[%],累計分配數/金額[千元],累計分配數/占預算數[%],累計執行數/金額[千元],累計執行數/占預算數[%],累計執行數/占分配數[%]
107年11月,勞動局,7240311,4.16,7187198,99.27,7075069,97.72,98.44
107年11月,警察局,13869098,7.96,13100051,94.45,12337386,88.96,94.18
107年11月,衛生局,5397639,3.1,4879646,90.4,4696052,87,96.24
107年11月,環境保護局,7972025,4.58,7646373,95.92,6856264,86,89.67
107年11月,都市發展局,3708132,2.13,3540985,95.49,3408897,91.93,96.27
107年11月,文化局,2898621,1.66,2582709,89.1,1955543,67.46,75.72
107年11月,消防局,3014731,1.73,2802721,92.97,2685233,89.07,95.81
107年11月,翡翠水庫管理局,299549,0.17,273915,91.44,252301,84.23,92.11
107年11月,觀光傳播局,666902,0.38,558488,83.74,438635,65.77,78.54
107年11月,地政局,1256426,0.72,1097107,87.32,1001506,79.71,91.29
107年11月,兵役局,262132,0.15,248479,94.79,201580,76.9,81.13
107年11月,臺北自來水事業處,128546,0.07,88773,69.06,61758,48.04,69.57
107年11月,體育局,1354227,0.78,1275795,94.21,1105381,81.62,86.64
107年11月,資訊局,837839,0.48,657862,78.52,334316,39.9,50.82
107年11月,法務局,191180,0.11,183199,95.83,142844,74.72,77.97
107年11月,捷運工程局,46910,0.03,40459,86.25,39857,84.96,98.51
107年11月,統籌支撥科目,7056103,4.05,6109789,86.59,5774406,81.84,94.51
107年11月,第二預備金,450892,0.26,-,-,-,-,--
107年12月,總計,174196886,100,174196886,100,167036605,95.89,95.89
107年12月,市議會,818739,0.47,818739,100,730860,89.27,89.27
107年12月,市政府,4689862,2.69,4689862,100,4524058,96.46,96.46
107年12月,民政局,2709897,1.56,2709897,100,2514804,92.8,92.8
107年12月,財政局,2606865,1.5,2606865,100,2522709,96.77,96.77
107年12月,教育局,54780026,31.45,54780026,100,54701473,99.86,99.86
107年12月,產業發展局,4705786,2.7,4705786,100,4550340,96.7,96.7
107年12月,工務局,18705356,10.74,18705356,100,17643484,94.32,94.32
107年12月,交通局,7905496,4.54,7905496,100,7809145,98.78,98.78
107年12月,社會局,20675081,11.87,20675081,100,18591475,89.92,89.92
107年12月,勞動局,7240311,4.16,7240311,100,7164898,98.96,98.96
107年12月,警察局,13869249,7.96,13869249,100,13551483,97.71,97.71
107年12月,衛生局,5401943,3.1,5401943,100,5237596,96.96,96.96
107年12月,環境保護局,7971229,4.58,7971229,100,7785092,97.66,97.66
107年12月,都市發展局,3708132,2.13,3708132,100,3568598,96.24,96.24
107年12月,文化局,2897346,1.66,2897346,100,2787753,96.22,96.22
107年12月,消防局,3017830,1.73,3017830,100,2988269,99.02,99.02
107年12月,翡翠水庫管理局,299549,0.17,299549,100,281393,93.94,93.94
107年12月,觀光傳播局,666902,0.38,666902,100,638935,95.81,95.81
107年12月,地政局,1269503,0.73,1269503,100,1252582,98.67,98.67
107年12月,兵役局,262132,0.15,262132,100,228204,87.06,87.06
107年12月,臺北自來水事業處,128546,0.07,128546,100,99626,77.5,77.5
107年12月,體育局,1354625,0.78,1354625,100,1044674,77.12,77.12
107年12月,資訊局,837839,0.48,837839,100,742769,88.65,88.65
107年12月,法務局,191180,0.11,191180,100,152389,79.71,79.71
107年12月,捷運工程局,48874,0.03,48874,100,44598,91.25,91.25
107年12月,統籌支撥科目,7044951,4.04,7044951,100,5879399,83.46,83.46
107年12月,第二預備金,389636,0.22,389636,100,-,-,--
108年1月,總計,164917321,100,23346495,14.16,21365818,12.96,91.52
108年1月,市議會,812969,0.49,139021,17.1,119007,14.64,85.6
108年1月,市政府,4737833,2.87,928314,19.59,812594,17.15,87.53
108年1月,民政局,2609462,1.58,525283,20.13,490661,18.8,93.41
108年1月,財政局,2803991,1.7,286293,10.21,273094,9.74,95.39
108年1月,教育局,54673982,33.15,9932182,18.17,9859569,18.03,99.27
108年1月,產業發展局,3409529,2.07,167540,4.91,146434,4.29,87.4
108年1月,工務局,17315510,10.5,1559930,9.01,1292493,7.46,82.86
108年1月,交通局,8304135,5.04,626165,7.54,421740,5.08,67.35
108年1月,社會局,18951417,11.49,1527701,8.06,1423308,7.51,93.17
108年1月,勞動局,938003,0.57,149806,15.97,124720,13.3,83.25
108年1月,警察局,14207381,8.61,2941252,20.7,2659436,18.72,90.42
108年1月,衛生局,5231188,3.17,261233,4.99,212741,4.07,81.44
108年1月,環境保護局,7279030,4.41,1669156,22.93,1255986,17.25,75.25
108年1月,都市發展局,3833090,2.32,223996,5.84,198191,5.17,88.48
108年1月,文化局,3444445,2.09,214025,6.21,167693,4.87,78.35
108年1月,消防局,3244440,1.97,582008,17.94,551168,16.99,94.7
108年1月,翡翠水庫管理局,331165,0.2,38819,11.72,35530,10.73,91.53
108年1月,觀光傳播局,655527,0.4,51524,7.86,46862,7.15,90.95
108年1月,地政局,1227045,0.74,272922,22.24,254196,20.72,93.14
108年1月,兵役局,202011,0.12,41135,20.36,31873,15.78,77.48
108年1月,臺北自來水事業處,33182,0.02,3500,10.55,137,0.41,3.92
108年1月,體育局,1147700,0.7,80638,7.03,53962,4.7,66.92
108年1月,資訊局,802745,0.49,27143,3.38,23709,2.95,87.35
108年1月,法務局,192131,0.12,52387,27.27,33755,17.57,64.43
108年1月,捷運工程局,585472,0.36,172910,29.53,147894,25.26,85.53
108年1月,統籌支撥科目,6978938,4.23,871612,12.49,729063,10.45,83.65
108年1月,第二預備金,965000,0.59,-,-,-,-,--
108年2月,總計,164917321,100,39280861,23.82,35671422,21.63,90.81
108年2月,市議會,812969,0.49,193115,23.75,165275,20.33,85.58
108年2月,市政府,4737833,2.87,1325936,27.99,1100746,23.23,83.02
108年2月,民政局,2609462,1.58,675991,25.91,625629,23.98,92.55
108年2月,財政局,2805936,1.7,372327,13.27,349472,12.45,93.86
108年2月,教育局,54673982,33.15,13611357,24.9,13514777,24.72,99.29
108年2月,產業發展局,3409529,2.07,1683364,49.37,1622358,47.58,96.38
108年2月,工務局,17315510,10.5,2229029,12.87,1781663,10.29,79.93
108年2月,交通局,8304135,5.04,2488168,29.96,2112943,25.44,84.92
108年2月,社會局,18953951,11.49,2516179,13.28,2207827,11.65,87.75
108年2月,勞動局,938003,0.57,200963,21.42,165375,17.63,82.29
108年2月,警察局,14207381,8.61,4742342,33.38,3952775,27.82,83.35
108年2月,衛生局,5231188,3.17,451710,8.63,327640,6.26,72.53
108年2月,環境保護局,7279030,4.41,2295681,31.54,1893365,26.01,82.48
108年2月,都市發展局,3833090,2.32,2604586,67.95,2557668,66.73,98.2
108年2月,文化局,3444445,2.09,766886,22.26,596636,17.32,77.8
108年2月,消防局,3244440,1.97,819314,25.25,712446,21.96,86.96
108年2月,翡翠水庫管理局,331165,0.2,53815,16.25,48239,14.57,89.64
108年2月,觀光傳播局,655527,0.4,72547,11.07,61254,9.34,84.43
108年2月,地政局,1227045,0.74,351822,28.67,322619,26.29,91.7
108年2月,兵役局,202011,0.12,52343,25.91,41627,20.61,79.53
108年2月,臺北自來水事業處,33182,0.02,8000,24.11,143,0.43,1.79
108年2月,體育局,1147700,0.7,134546,11.72,101800,8.87,75.66
108年2月,資訊局,802745,0.49,50963,6.35,39184,4.88,76.89
108年2月,法務局,192131,0.12,63148,32.87,43429,22.6,68.77
108年2月,捷運工程局,585472,0.36,205578,35.11,173759,29.68,84.52
108年2月,統籌支撥科目,6978938,4.23,1311151,18.79,1152773,16.52,87.92
108年2月,第二預備金,960521,0.58,-,-,-,-,--
108年3月,總計,164917321,100,50798904,30.8,46361819,28.11,91.27
108年3月,市議會,812969,0.49,252424,31.05,216386,26.62,85.72
108年3月,市政府,4737833,2.87,1655239,34.94,1481653,31.27,89.51
108年3月,民政局,2609462,1.58,803871,30.81,736543,28.23,91.62
108年3月,財政局,2805936,1.7,479415,17.09,445361,15.87,92.9
108年3月,教育局,54673982,33.15,17462357,31.94,17349641,31.73,99.35
108年3月,產業發展局,3409529,2.07,1776645,52.11,1694629,49.7,95.38
108年3月,工務局,17315908,10.5,3555536,20.53,2803762,16.19,78.86
108年3月,交通局,8304135,5.04,3004700,36.18,2623340,31.59,87.31
108年3月,社會局,18953951,11.49,4334511,22.87,3444241,18.17,79.46
108年3月,勞動局,938003,0.57,285337,30.42,242029,25.8,84.82
108年3月,警察局,14211691,8.62,5705974,40.15,5142674,36.19,90.13
108年3月,衛生局,5231188,3.17,902502,17.25,782311,14.95,86.68
108年3月,環境保護局,7279030,4.41,2843566,39.07,2448971,33.64,86.12
108年3月,都市發展局,3833090,2.32,2681709,69.96,2619646,68.34,97.69
108年3月,文化局,3449045,2.09,917749,26.61,757805,21.97,82.57
108年3月,消防局,3244440,1.97,1077208,33.2,966702,29.8,89.74
108年3月,翡翠水庫管理局,331165,0.2,70400,21.26,63538,19.19,90.25
108年3月,觀光傳播局,655527,0.4,122269,18.65,89573,13.66,73.26
108年3月,地政局,1227045,0.74,431001,35.13,398218,32.45,92.39
108年3月,兵役局,202011,0.12,66490,32.91,51382,25.44,77.28
108年3月,臺北自來水事業處,33182,0.02,10400,31.34,1021,3.08,9.82
108年3月,體育局,1147700,0.7,207819,18.11,172273,15.01,82.9
108年3月,資訊局,802745,0.49,157167,19.58,54190,6.75,34.48
108年3月,法務局,192131,0.12,73531,38.27,54749,28.5,74.46
108年3月,捷運工程局,585472,0.36,238386,40.72,203138,34.7,85.21
108年3月,統籌支撥科目,6978938,4.23,1682696,24.11,1518044,21.75,90.21
108年3月,第二預備金,951213,0.58,-,-,-,-,--
108年4月,總計,164917321,100,60627431,36.76,55933766,33.92,92.26
108年4月,市議會,812969,0.49,322640,39.69,273597,33.65,84.8
108年4月,市政府,4737833,2.87,2012486,42.48,1777610,37.52,88.33
108年4月,民政局,2609462,1.58,1071427,41.06,988064,37.86,92.22
108年4月,財政局,2805936,1.7,581610,20.73,536483,19.12,92.24
108年4月,教育局,54673982,33.15,20114647,36.79,20014523,36.61,99.5
108年4月,產業發展局,3421929,2.07,1873640,54.75,1767848,51.66,94.35
108年4月,工務局,17370254,10.53,4754266,27.37,3750428,21.59,78.89
108年4月,交通局,8304135,5.04,3533695,42.55,3237483,38.99,91.62
108年4月,社會局,18953951,11.49,5945705,31.37,5085619,26.83,85.53
108年4月,勞動局,938003,0.57,340726,36.32,290614,30.98,85.29
108年4月,警察局,14211763,8.62,6660037,46.86,6061370,42.65,91.01
108年4月,衛生局,5231188,3.17,1337385,25.57,1232078,23.55,92.13
108年4月,環境保護局,7279030,4.41,3357766,46.13,2903727,39.89,86.48
108年4月,都市發展局,3833090,2.32,2799174,73.03,2688692,70.14,96.05
108年4月,文化局,3449045,2.09,1067115,30.94,889204,25.78,83.33
108年4月,消防局,3253440,1.97,1291896,39.71,1231273,37.85,95.31
108年4月,翡翠水庫管理局,331165,0.2,88681,26.78,80315,24.25,90.57
108年4月,觀光傳播局,655527,0.4,164323,25.07,135762,20.71,82.62
108年4月,地政局,1227045,0.74,512304,41.75,470962,38.38,91.93
108年4月,兵役局,202011,0.12,78178,38.7,61645,30.52,78.85
108年4月,臺北自來水事業處,33182,0.02,13400,40.38,1120,3.38,8.36
108年4月,體育局,1147700,0.7,272502,23.74,223197,19.45,81.91
108年4月,資訊局,802745,0.49,207563,25.86,70444,8.78,33.94
108年4月,法務局,192131,0.12,87587,45.59,65598,34.14,74.9
108年4月,捷運工程局,585472,0.36,273522,46.72,233276,39.84,85.29
108年4月,統籌支撥科目,6978938,4.23,1865158,26.73,1862833,26.69,99.88
108年4月,第二預備金,875395,0.53,-,-,-,-,--
108年5月,總計,164917601,100,71638730,43.44,65991214,40.01,92.12
108年5月,市議會,812969,0.49,383727,47.2,331702,40.8,86.44
108年5月,市政府,4737813,2.87,2346880,49.54,2105343,44.44,89.71
108年5月,民政局,2609462,1.58,1212884,46.48,1117774,42.84,92.16
108年5月,財政局,2805936,1.7,724706,25.83,677788,24.16,93.53
108年5月,教育局,54673982,33.15,23627059,43.21,23519903,43.02,99.55
108年5月,產業發展局,3432118,2.08,2007996,58.51,1912442,55.72,95.24
108年5月,工務局,17407103,10.56,5903924,33.92,4471273,25.69,75.73
108年5月,交通局,8304135,5.04,4080993,49.14,3787797,45.61,92.82
108年5月,社會局,18953951,11.49,7504541,39.59,6415525,33.85,85.49
108年5月,勞動局,938003,0.57,416783,44.43,361071,38.49,86.63
108年5月,警察局,14211763,8.62,7631823,53.7,7028077,49.45,92.09
108年5月,衛生局,5231188,3.17,1831911,35.02,1709321,32.68,93.31
108年5月,環境保護局,7279030,4.41,3919630,53.85,3329765,45.74,84.95
108年5月,都市發展局,3833090,2.32,2873179,74.96,2755229,71.88,95.89
108年5月,文化局,3449045,2.09,1274429,36.95,1036293,30.05,81.31
108年5月,消防局,3253440,1.97,1513928,46.53,1440330,44.27,95.14
108年5月,翡翠水庫管理局,331165,0.2,107033,32.32,96145,29.03,89.83
108年5月,觀光傳播局,655877,0.4,239114,36.46,189006,28.82,79.04
108年5月,地政局,1226985,0.74,592477,48.29,544776,44.4,91.95
108年5月,兵役局,202011,0.12,109638,54.27,85239,42.2,77.75
108年5月,臺北自來水事業處,33182,0.02,15400,46.41,2122,6.39,13.78
108年5月,體育局,1147700,0.7,370978,32.32,300199,26.16,80.92
108年5月,資訊局,802745,0.49,284131,35.39,189255,23.58,66.61
108年5月,法務局,192131,0.12,103302,53.77,76860,40,74.4
108年5月,捷運工程局,585472,0.36,308570,52.7,264164,45.12,85.61
108年5月,統籌支撥科目,6978938,4.23,2253694,32.29,2243814,32.15,99.56
108年5月,第二預備金,828367,0.5,-,-,-,-,--
108年6月,總計,165192321,100,86076262,52.11,79017058,47.83,91.8
108年6月,市議會,812969,0.49,446354,54.9,387736,47.69,86.87
108年6月,市政府,4739394,2.87,2761303,58.26,2417761,51.01,87.56
108年6月,民政局,2609462,1.58,1420227,54.43,1303867,49.97,91.81
108年6月,財政局,2812635,1.7,1198224,42.6,1142620,40.62,95.36
108年6月,教育局,54673982,33.1,28777782,52.64,28627812,52.36,99.48
108年6月,產業發展局,3712823,2.25,2193270,59.07,2050233,55.22,93.48
108年6月,工務局,17410540,10.54,7394908,42.47,5246451,30.13,70.95
108年6月,交通局,8304135,5.03,4616437,55.59,4343494,52.31,94.09
108年6月,社會局,18966110,11.48,9124984,48.11,7921849,41.77,86.81
108年6月,勞動局,938003,0.57,552192,58.87,486379,51.85,88.08
108年6月,警察局,14211763,8.6,8652007,60.88,7953553,55.96,91.93
108年6月,衛生局,5231188,3.17,2214756,42.34,2056115,39.3,92.84
108年6月,環境保護局,7279030,4.41,4465375,61.35,3795179,52.14,84.99
108年6月,都市發展局,3833090,2.32,2957614,77.16,2823940,73.67,95.48
108年6月,文化局,3449045,2.09,1456672,42.23,1179337,34.19,80.96
108年6月,消防局,3253440,1.97,1745799,53.66,1652003,50.78,94.63
108年6月,翡翠水庫管理局,331165,0.2,129730,39.17,110657,33.41,85.3
108年6月,觀光傳播局,655877,0.4,287563,43.84,217229,33.12,75.54
108年6月,地政局,1227045,0.74,681127,55.51,622537,50.73,91.4
108年6月,兵役局,202011,0.12,121770,60.28,99282,49.15,81.53
108年6月,臺北自來水事業處,33182,0.02,15900,47.92,2126,6.41,13.37
108年6月,體育局,1147700,0.69,456742,39.8,370335,32.27,81.08
108年6月,資訊局,802745,0.49,302390,37.67,213419,26.59,70.58
108年6月,法務局,192131,0.12,120307,62.62,87814,45.71,72.99
108年6月,捷運工程局,585472,0.35,366335,62.57,309350,52.84,84.44
108年6月,統籌支撥科目,6978938,4.22,3616494,51.82,3595982,51.53,99.43
108年6月,第二預備金,798447,0.48,-,-,-,-,--
108年7月,總計,165192321,100,99305491,60.12,91059541,55.12,91.7
108年7月,市議會,812969,0.49,506199,62.27,440340,54.16,86.99
108年7月,市政府,4740063,2.87,3122003,65.86,2756225,58.15,88.28
108年7月,民政局,2609462,1.58,1707575,65.44,1569405,60.14,91.91
108年7月,財政局,2812635,1.7,1611387,57.29,1541223,54.8,95.65
108年7月,教育局,54673982,33.1,33156409,60.64,32982060,60.32,99.47
108年7月,產業發展局,3722241,2.25,2314863,62.19,2121341,56.99,91.64
108年7月,工務局,17410540,10.54,8872788,50.96,6335690,36.39,71.41
108年7月,交通局,8304135,5.03,5194136,62.55,4802426,57.83,92.46
108年7月,社會局,18973333,11.49,10850148,57.19,9499627,50.07,87.55
108年7月,勞動局,938003,0.57,616697,65.75,546577,58.27,88.63
108年7月,警察局,14211733,8.6,9758634,68.67,8901809,62.64,91.22
108年7月,衛生局,5231188,3.17,2701805,51.65,2519909,48.17,93.27
108年7月,環境保護局,7279030,4.41,4971172,68.29,4279971,58.8,86.1
108年7月,都市發展局,3833090,2.32,3284996,85.7,3175278,82.84,96.66
108年7月,文化局,3449045,2.09,1732375,50.23,1359280,39.41,78.46
108年7月,消防局,3253440,1.97,2039658,62.69,1888394,58.04,92.58
108年7月,翡翠水庫管理局,331165,0.2,159771,48.25,140417,42.4,87.89
108年7月,觀光傳播局,655877,0.4,337148,51.4,261960,39.94,77.7
108年7月,地政局,1227045,0.74,774432,63.11,710905,57.94,91.8
108年7月,兵役局,202011,0.12,142234,70.41,112243,55.56,78.91
108年7月,臺北自來水事業處,33182,0.02,26602,80.17,7854,23.67,29.53
108年7月,體育局,1147700,0.69,539487,47.01,457197,39.84,84.75
108年7月,資訊局,802745,0.49,340722,42.44,236721,29.49,69.48
108年7月,法務局,192131,0.12,137178,71.4,99610,51.84,72.61
108年7月,捷運工程局,585472,0.35,403400,68.9,343540,58.68,85.16
108年7月,統籌支撥科目,6978938,4.22,4003674,57.37,3969539,56.88,99.15
108年7月,第二預備金,781166,0.47,-,-,-,-,--
108年8月,總計,165192321,100,113253031,68.56,103079559,62.4,91.02
108年8月,市議會,812969,0.49,563634,69.33,491183,60.42,87.15
108年8月,市政府,4740063,2.87,3472451,73.26,3118445,65.79,89.81
108年8月,民政局,2645831,1.6,1859955,70.3,1699389,64.23,91.37
108年8月,財政局,2819781,1.71,1706309,60.51,1634383,57.96,95.78
108年8月,教育局,54673982,33.1,38910467,71.17,38338710,70.12,98.53
108年8月,產業發展局,3729124,2.26,2491571,66.81,2244877,60.2,90.1
108年8月,工務局,17419411,10.54,10471068,60.11,7108495,40.81,67.89
108年8月,交通局,8307235,5.03,5804219,69.87,5383433,64.8,92.75
108年8月,社會局,18973333,11.49,12261704,64.63,10632670,56.04,86.71
108年8月,勞動局,938003,0.57,675019,71.96,599786,63.94,88.85
108年8月,警察局,14213783,8.6,10787021,75.89,9825054,69.12,91.08
108年8月,衛生局,5231188,3.17,3502795,66.96,3311672,63.31,94.54
108年8月,環境保護局,7279030,4.41,5494629,75.49,4728504,64.96,86.06
108年8月,都市發展局,3834406,2.32,3375503,88.03,3260328,85.03,96.59
108年8月,文化局,3449045,2.09,1948736,56.5,1566396,45.42,80.38
108年8月,消防局,3253440,1.97,2271334,69.81,2125034,65.32,93.56
108年8月,翡翠水庫管理局,331165,0.2,201584,60.87,167134,50.47,82.91
108年8月,觀光傳播局,655877,0.4,390442,59.53,302309,46.09,77.43
108年8月,地政局,1227045,0.74,857929,69.92,791866,64.53,92.3
108年8月,兵役局,202011,0.12,159413,78.91,129939,64.32,81.51
108年8月,臺北自來水事業處,33182,0.02,26602,80.17,7854,23.67,29.53
108年8月,體育局,1147700,0.69,617932,53.84,516709,45.02,83.62
108年8月,資訊局,802745,0.49,412356,51.37,251588,31.34,61.01
108年8月,法務局,192131,0.12,148425,77.25,111252,57.9,74.95
108年8月,捷運工程局,585472,0.35,435126,74.32,370464,63.28,85.14
108年8月,統籌支撥科目,6978938,4.22,4406810,63.14,4362084,62.5,98.99
108年8月,第二預備金,715431,0.43,-,-,-,-,--
108年9月,總計,165192321,100,126275169,76.44,114422847,69.27,90.61
108年9月,市議會,812969,0.49,628000,77.25,541852,66.65,86.28
108年9月,市政府,4740063,2.87,3849235,81.21,3408801,71.91,88.56
108年9月,民政局,2645831,1.6,2020754,76.38,1820834,68.82,90.11
108年9月,財政局,2819781,1.71,1927239,68.35,1845382,65.44,95.75
108年9月,教育局,54681082,33.1,43693314,79.91,42973916,78.59,98.35
108年9月,產業發展局,3727734,2.26,2734182,73.35,2357229,63.23,86.21
108年9月,工務局,17422941,10.55,12042984,69.12,8255650,47.38,68.55
108年9月,交通局,8307235,5.03,6365180,76.62,5903202,71.06,92.74
108年9月,社會局,18973333,11.49,13720493,72.31,11878923,62.61,86.58
108年9月,勞動局,938003,0.57,733430,78.19,653239,69.64,89.07
108年9月,警察局,14213783,8.6,11771738,82.82,10785730,75.88,91.62
